MIC_id,SpeciesName,SpeciesID,phylum_name_Type,genus,genus_name,family,family_name,order,order_name,class,class_name,phylum,phylum_name,kingdom,kingdom_name
MC00377,Bifidobacterium angulatum,1683,Actinomycetota,1678,Bifidobacterium,31953,Bifidobacteriaceae,85004,Bifidobacteriales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC00368,Bifidobacterium animalis,28025,Actinomycetota,1678,Bifidobacterium,31953,Bifidobacteriaceae,85004,Bifidobacteriales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC00265,Bifidobacterium B-9,1981072,Actinomycetota,1678,Bifidobacterium,31953,Bifidobacteriaceae,85004,Bifidobacteriales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC00053,Bifidobacterium bifidum,1681,Actinomycetota,1678,Bifidobacterium,31953,Bifidobacteriaceae,85004,Bifidobacteriales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC00288,Bifidobacterium breve,1685,Actinomycetota,1678,Bifidobacterium,31953,Bifidobacteriaceae,85004,Bifidobacteriales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC00398,Bifidobacterium catenulatum,1686,Actinomycetota,1678,Bifidobacterium,31953,Bifidobacteriaceae,85004,Bifidobacteriales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC01135,Bifidobacterium catenulatum-Bifidobacterium pseudocatenulatum complex,.,Actinomycetota,1678,Bifidobacterium,31953,Bifidobacteriaceae,85004,Bifidobacteriales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC00125,Bifidobacterium dentium,1689,Actinomycetota,1678,Bifidobacterium,31953,Bifidobacteriaceae,85004,Bifidobacteriales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC01062,Bifidobacterium gallicum,78342,Actinomycetota,1678,Bifidobacterium,31953,Bifidobacteriaceae,85004,Bifidobacteriales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC00017,Bifidobacterium K-506,41200,Actinomycetota,1678,Bifidobacterium,31953,Bifidobacteriaceae,85004,Bifidobacteriales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC00171,Bifidobacterium longum,216816,Actinomycetota,1678,Bifidobacterium,31953,Bifidobacteriaceae,85004,Bifidobacteriales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC00139,Bifidobacterium pseudocatenulatum,28026,Actinomycetota,1678,Bifidobacterium,31953,Bifidobacteriaceae,85004,Bifidobacteriales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC00475,Bifidobacterium pseudolongum,1694,Actinomycetota,1678,Bifidobacterium,31953,Bifidobacteriaceae,85004,Bifidobacteriales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC00348,Bifidobacterium ruminantium,78346,Actinomycetota,1678,Bifidobacterium,31953,Bifidobacteriaceae,85004,Bifidobacteriales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC02129,Bifidobacterium scardovii,158787,Actinomycetota,1678,Bifidobacterium,31953,Bifidobacteriaceae,85004,Bifidobacteriales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC00016,Bifidobacterium sp.,41200,Actinomycetota,1678,Bifidobacterium,31953,Bifidobacteriaceae,85004,Bifidobacteriales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC02019,Bifidobacterium thermacidophilum,246618,Actinomycetota,1678,Bifidobacterium,31953,Bifidobacteriaceae,85004,Bifidobacteriales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC01632,Bilophila sp.,1929485,Thermodesulfobacteriota,35832,Bilophila,194924,Desulfovibrionaceae,213115,Desulfovibrionales,3031449,Desulfovibrionia,200940,Thermodesulfobacteriota,2,Bacteria
MC00140,Bilophila wadsworthia,35833,Thermodesulfobacteriota,35832,Bilophila,194924,Desulfovibrionaceae,213115,Desulfovibrionales,3031449,Desulfovibrionia,200940,Thermodesulfobacteriota,2,Bacteria
MC02851,Bionectriaceae sp.,1907516,Ascomycota,.,.,103887,Bionectriaceae,5125,Hypocreales,147550,Sordariomycetes,4890,Ascomycota,4751,Fungi
MC03024,Bipolaris sp.,1756142,Ascomycota,33194,Bipolaris,28556,Pleosporaceae,92860,Pleosporales,147541,Dothideomycetes,4890,Ascomycota,451864,Dikarya
MC00515,Bjerkandera adusta,5331,Basidiomycota,5330,Bjerkandera,396331,Phanerochaetaceae,5303,Polyporales,155619,Agaricomycetes,5204,Basidiomycota,4751,Fungi
MC01768,Blastocladiomycota sp.,2040707,Blastocladiomycota,.,.,.,.,.,.,.,.,451459,Blastocladiomycota,4751,Fungi
MC03032,Blastococcus sp.,1873459,Actinomycetota,38501,Blastococcus,85030,Geodermatophilaceae,1643682,Geodermatophilales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC02798,Blastocystis sp.,46767,Unclear phylum,12967,Blastocystis,2547934,Blastocystidae,42740,Opalinata,2683628,Bigyra,.,.,2759,Eukaryota
MC03105,Blastomonas sp.,1909299,Pseudomonadota,150203,Blastomonas,41297,Sphingomonadaceae,204457,Sphingomonadales,28211,Alphaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC02131,Blautia caecimuris,1796615,Bacillota,572511,Blautia,186803,Lachnospiraceae,3085636,Lachnospirales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC00558,Blautia coccoides,1532,Bacillota,572511,Blautia,186803,Lachnospiraceae,3085636,Lachnospirales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC00641,Blautia faecis,871665,Bacillota,572511,Blautia,186803,Lachnospiraceae,3085636,Lachnospirales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC02132,Blautia glucerasea,536633,Bacillota,572511,Blautia,186803,Lachnospiraceae,3085636,Lachnospirales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC00554,Blautia hansenii,1322,Bacillota,572511,Blautia,186803,Lachnospiraceae,3085636,Lachnospirales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC02133,Blautia hydrogenotrophica,53443,Bacillota,572511,Blautia,186803,Lachnospiraceae,3085636,Lachnospirales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC00544,Blautia luti,89014,Bacillota,572511,Blautia,186803,Lachnospiraceae,3085636,Lachnospirales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC02134,Blautia massiliensis,1737424,Bacillota,572511,Blautia,186803,Lachnospiraceae,3085636,Lachnospirales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC00015,Blautia obeum,40520,Bacillota,572511,Blautia,186803,Lachnospiraceae,3085636,Lachnospirales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC00420,Blautia producta,33035,Bacillota,572511,Blautia,186803,Lachnospiraceae,3085636,Lachnospirales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC00476,Blautia sp.,1955243,Bacillota,572511,Blautia,186803,Lachnospiraceae,3085636,Lachnospirales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC02135,Blautia sp. KLE 1732,1226324,Bacillota,572511,Blautia,186803,Lachnospiraceae,3085636,Lachnospirales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC02136,Blautia wexlerae,418240,Bacillota,572511,Blautia,186803,Lachnospiraceae,3085636,Lachnospirales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC02137,Blumeria graminis,34373,Ascomycota,34372,Blumeria,34371,Erysiphaceae,5120,Erysiphales,147548,Leotiomycetes,4890,Ascomycota,451864,Dikarya
MC02979,Boletus sp.,1916347,Basidiomycota,5369,Boletus,5368,Boletaceae,68889,Boletales,155619,Agaricomycetes,5204,Basidiomycota,4751,Fungi
MC03353,Bombiscardovia sp.,1249628,Actinomycetota,1159909,Bombiscardovia,31953,Bifidobacteriaceae,85004,Bifidobacteriales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC03143,Bordetella sp.,28081,Pseudomonadota,517,Bordetella,506,Alcaligenaceae,80840,Burkholderiales,28216,Betaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC01664,Borrelia sp.,145,Spirochaetota,138,Borrelia,1643685,Borreliaceae,136,Spirochaetales,203692,Spirochaetia,203691,Spirochaetota,2,Bacteria
MC03422,Bosea sp.,211457,Pseudomonadota,85413,Bosea,2831100,Boseaceae,356,Hyphomicrobiales,28211,Alphaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC02138,Bovine rumen bacterium JPR13,415655,Unclear phylum,.,.,.,.,.,.,.,.,.,.,2,Bacteria
MC02139,Brachybacterium muris,219301,Actinomycetota,43668,Brachybacterium,85020,Dermabacteraceae,85006,Micrococcales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC03076,Brachybacterium sp.,1891286,Actinomycetota,43668,Brachybacterium,85020,Dermabacteraceae,85006,Micrococcales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC01326,Brachyspira pilosicoli,52584,Spirochaetota,29521,Brachyspira,143786,Brachyspiraceae,1643686,Brachyspirales,203692,Spirochaetia,203691,Spirochaetota,2,Bacteria
MC03423,Brachyspira sp.,1977261,Spirochaetota,29521,Brachyspira,143786,Brachyspiraceae,1643686,Brachyspirales,203692,Spirochaetia,203691,Spirochaetota,2,Bacteria
MC03168,Bradyrhizobium sp.,376,Pseudomonadota,374,Bradyrhizobium,41294,Nitrobacteraceae,356,Hyphomicrobiales,28211,Alphaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC03204,Brenneria sp.,1945590,Pseudomonadota,71655,Brenneria,1903410,Pectobacteriaceae,91347,Enterobacterales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC03366,Brevibacillus sp.,1882945,Bacillota,55080,Brevibacillus,186822,Paenibacillaceae,1385,Bacillales,91061,Bacilli,1239,Bacillota,2,Bacteria
MC01740,Brevibacillus thermoruber,33942,Bacillota,55080,Brevibacillus,186822,Paenibacillaceae,1385,Bacillales,91061,Bacilli,1239,Bacillota,2,Bacteria
MC01029,Brevundimonas diminuta,293,Pseudomonadota,41275,Brevundimonas,76892,Caulobacteraceae,204458,Caulobacterales,28211,Alphaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC01543,Brevundimonas sp.,1871086,Pseudomonadota,41275,Brevundimonas,76892,Caulobacteraceae,204458,Caulobacterales,28211,Alphaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC01540,Brochothrix sp.,1993875,Bacillota,2755,Brochothrix,186820,Listeriaceae,1385,Bacillales,91061,Bacilli,1239,Bacillota,2,Bacteria
MC03180,Brucella sp.,52132,Pseudomonadota,234,Brucella,118882,Brucellaceae,356,Hyphomicrobiales,28211,Alphaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC03291,Bryobacter sp.,1962911,Acidobacteriota,911113,Bryobacter,1962910,Bryobacteraceae,332160,Bryobacterales,204432,Terriglobia,57723,Acidobacteriota,2,Bacteria
MC02140,Buchnera aphidicola,9,Pseudomonadota,32199,Buchnera,1903409,Erwiniaceae,91347,Enterobacterales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC03424,Buchnera sp.,574037,Pseudomonadota,32199,Buchnera,1903409,Erwiniaceae,91347,Enterobacterales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC02719,Bulleidia moorei,2704657,Bacillota,118747,Bulleidia,128827,Erysipelotrichaceae,526525,Erysipelotrichales,526524,Erysipelotrichia,1239,Bacillota,2,Bacteria
MC00584,Bulleidia sp.,2704657,Bacillota,118747,Bulleidia,128827,Erysipelotrichaceae,526525,Erysipelotrichales,526524,Erysipelotrichia,1239,Bacillota,2,Bacteria
MC02937,Bulleribasidiaceae sp.,2012082,Basidiomycota,.,.,1884640,Bulleribasidiaceae,5234,Tremellales,155616,Tremellomycetes,5204,Basidiomycota,4751,Fungi
MC01184,Burkholderia cenocepacia,95486,Pseudomonadota,87882,Burkholderia cepacia complex,119060,Burkholderiaceae,80840,Burkholderiales,28216,Betaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC00285,Burkholderia cepacia,292,Pseudomonadota,87882,Burkholderia cepacia complex,119060,Burkholderiaceae,80840,Burkholderiales,28216,Betaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC01200,Burkholderia mallei,13373,Pseudomonadota,111527,pseudomallei group,119060,Burkholderiaceae,80840,Burkholderiales,28216,Betaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC00120,Burkholderia multivorans,87883,Pseudomonadota,87882,Burkholderia cepacia complex,119060,Burkholderiaceae,80840,Burkholderiales,28216,Betaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC00121,Burkholderia pseudomallei,28450,Pseudomonadota,111527,pseudomallei group,119060,Burkholderiaceae,80840,Burkholderiales,28216,Betaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC00585,Burkholderia sp.,36773,Pseudomonadota,32008,Burkholderia,119060,Burkholderiaceae,80840,Burkholderiales,28216,Betaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC01204,Burkholderia vietnamiensis,60552,Pseudomonadota,87882,Burkholderia cepacia complex,119060,Burkholderiaceae,80840,Burkholderiales,28216,Betaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC02141,Burkholderiales bacterium,1891238,Pseudomonadota,.,.,.,.,80840,Burkholderiales,28216,Betaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC01090,Burkholderiales bacterium 1-1-47,469610,Pseudomonadota,.,.,.,.,80840,Burkholderiales,28216,Betaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC02142,Burkholderiales bacterium Smarlab 3302047,269289,Pseudomonadota,.,.,.,.,80840,Burkholderiales,28216,Betaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC02143,Buttiauxella agrestis,82977,Pseudomonadota,82976,Buttiauxella,543,Enterobacteriaceae,91347,Enterobacterales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC01593,Buttiauxella sp.,1972222,Pseudomonadota,82976,Buttiauxella,543,Enterobacteriaceae,91347,Enterobacterales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC01133,butyrate-producing bacterium,2811711,Unclear phylum,.,.,.,.,.,.,.,.,.,.,2,Bacteria
MC02144,Butyrate-producing bacterium ART55/1,252702,Bacillota,.,.,.,.,186802,Eubacteriales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC02145,Butyrate-producing bacterium L1-810,105835,Bacillota,.,.,.,.,186802,Eubacteriales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC02146,Butyrate-producing bacterium L1-952,105833,Bacillota,.,.,.,.,186802,Eubacteriales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC02147,Butyrate-producing bacterium L2-50,105844,Bacillota,.,.,.,.,186802,Eubacteriales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC02148,Butyrate-producing bacterium M104/1,245009,Bacillota,.,.,.,.,186802,Eubacteriales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC02149,Butyrate-producing bacterium M21/2,245005,Bacillota,.,.,.,.,186802,Eubacteriales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC02150,Butyrate-producing bacterium M50/1,245006,Bacillota,.,.,.,.,186802,Eubacteriales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC02151,Butyrate-producing bacterium P607,340471,Unclear phylum,.,.,.,.,.,.,.,.,.,.,2,Bacteria
MC02152,Butyrate-producing bacterium PH05YB02,340475,Unclear phylum,.,.,.,.,.,.,.,.,.,.,2,Bacteria
MC02153,Butyrate-producing bacterium Ph07AY02,340478,Unclear phylum,.,.,.,.,.,.,.,.,.,.,2,Bacteria
MC02154,Butyrate-producing bacterium PH07AY3,340480,Unclear phylum,.,.,.,.,.,.,.,.,.,.,2,Bacteria
MC02155,Butyrate-producing bacterium PH07AY5,340481,Unclear phylum,.,.,.,.,.,.,.,.,.,.,2,Bacteria
MC02156,Butyrate-producing bacterium PH07BY04,340484,Unclear phylum,.,.,.,.,.,.,.,.,.,.,2,Bacteria
MC02157,Butyrate-producing bacterium SL6/1/1,245015,Bacillota,.,.,.,.,186802,Eubacteriales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC02158,Butyrate-producing bacterium SM4/1,245012,Bacillota,.,.,.,.,186802,Eubacteriales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC02159,Butyrate-producing bacterium SR1/1,245019,Bacillota,.,.,.,.,186802,Eubacteriales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC02160,Butyrate-producing bacterium SR1/5,245020,Bacillota,.,.,.,.,186802,Eubacteriales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC02161,Butyrate-producing bacterium T2-132,105837,Bacillota,.,.,.,.,186802,Eubacteriales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC02162,Butyribacter intestini,1703332,Bacillota,2822463,Butyribacter,186803,Lachnospiraceae,3085636,Lachnospirales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC01093,Butyricicoccus pullicaecorum,501571,Bacillota,580596,Butyricicoccus,3085642,Butyricicoccaceae,186802,Eubacteriales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC00572,Butyricicoccus sp.,2049021,Bacillota,580596,Butyricicoccus,3085642,Butyricicoccaceae,186802,Eubacteriales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC00240,Butyricimonas sp.,1969738,Bacteroidota,574697,Butyricimonas,1853231,Odoribacteraceae,171549,Bacteroidales,200643,Bacteroidia,976,Bacteroidota,2,Bacteria
MC00417,Butyricimonas synergistica,544644,Bacteroidota,574697,Butyricimonas,1853231,Odoribacteraceae,171549,Bacteroidales,200643,Bacteroidia,976,Bacteroidota,2,Bacteria
MC00642,Butyricimonas virosa,544645,Bacteroidota,574697,Butyricimonas,1853231,Odoribacteraceae,171549,Bacteroidales,200643,Bacteroidia,976,Bacteroidota,2,Bacteria
MC01055,Butyrivibrio crossotus,45851,Bacillota,830,Butyrivibrio,186803,Lachnospiraceae,3085636,Lachnospirales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC00071,Butyrivibrio fibrisolvens,831,Bacillota,830,Butyrivibrio,186803,Lachnospiraceae,3085636,Lachnospirales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC00433,Butyrivibrio proteoclasticus,43305,Bacillota,830,Butyrivibrio,186803,Lachnospiraceae,3085636,Lachnospirales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC00509,Butyrivibrio sp.,28121,Bacillota,830,Butyrivibrio,186803,Lachnospiraceae,3085636,Lachnospirales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC03173,Caldalkalibacillus sp.,2884580,Bacillota,379065,Caldalkalibacillus,186817,Bacillaceae,1385,Bacillales,91061,Bacilli,1239,Bacillota,2,Bacteria
MC02163,Caldibacillus thermoamylovorans,35841,Bacillota,1276290,Caldibacillus,186817,Bacillaceae,1385,Bacillales,91061,Bacilli,1239,Bacillota,2,Bacteria
MC03265,Caldithrix sp.,1962856,Calditrichota,187144,Caldithrix,1962854,Calditrichaceae,1962852,Calditrichales,1962850,Calditrichia,1930617,Calditrichota,2,Bacteria
MC00317,Caloramator coolhaasii,95159,Bacillota,44258,Caloramator,31979,Clostridiaceae,186802,Eubacteriales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC01110,Caloramator mitchellensis,908809,Bacillota,44258,Caloramator,31979,Clostridiaceae,186802,Eubacteriales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC01567,Caloramator sp.,1871330,Bacillota,44258,Caloramator,31979,Clostridiaceae,186802,Eubacteriales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC02164,Calyptella capula,181966,Basidiomycota,139081,Calyptella,2759800,Porotheleaceae,5338,Agaricales,155619,Agaricomycetes,5204,Basidiomycota,4751,Fungi
MC00375,Campylobacter coli,195,Campylobacterota,194,Campylobacter,72294,Campylobacteraceae,213849,Campylobacterales,3031852,Epsilonproteobacteria,29547,Campylobacterota,2,Bacteria
MC00477,Campylobacter concisus,199,Campylobacterota,194,Campylobacter,72294,Campylobacteraceae,213849,Campylobacterales,3031852,Epsilonproteobacteria,29547,Campylobacterota,2,Bacteria
MC02165,Campylobacter curvus,200,Campylobacterota,194,Campylobacter,72294,Campylobacteraceae,213849,Campylobacterales,3031852,Epsilonproteobacteria,29547,Campylobacterota,2,Bacteria
MC01273,Campylobacter gracilis,824,Campylobacterota,194,Campylobacter,72294,Campylobacteraceae,213849,Campylobacterales,3031852,Epsilonproteobacteria,29547,Campylobacterota,2,Bacteria
MC01213,Campylobacter hominis,76517,Campylobacterota,194,Campylobacter,72294,Campylobacteraceae,213849,Campylobacterales,3031852,Epsilonproteobacteria,29547,Campylobacterota,2,Bacteria
MC00354,Campylobacter jejuni,197,Campylobacterota,194,Campylobacter,72294,Campylobacteraceae,213849,Campylobacterales,3031852,Epsilonproteobacteria,29547,Campylobacterota,2,Bacteria
MC02166,Campylobacter rectus,203,Campylobacterota,194,Campylobacter,72294,Campylobacteraceae,213849,Campylobacterales,3031852,Epsilonproteobacteria,29547,Campylobacterota,2,Bacteria
MC02167,Campylobacter showae,204,Campylobacterota,194,Campylobacter,72294,Campylobacteraceae,213849,Campylobacterales,3031852,Epsilonproteobacteria,29547,Campylobacterota,2,Bacteria
MC00335,Campylobacter sp.,205,Campylobacterota,194,Campylobacter,72294,Campylobacteraceae,213849,Campylobacterales,3031852,Epsilonproteobacteria,29547,Campylobacterota,2,Bacteria
MC02168,Campylobacter sp. oral taxon 044,712200,Campylobacterota,194,Campylobacter,72294,Campylobacteraceae,213849,Campylobacterales,3031852,Epsilonproteobacteria,29547,Campylobacterota,2,Bacteria
MC01041,Campylobacter upsaliensis,28080,Campylobacterota,194,Campylobacter,72294,Campylobacteraceae,213849,Campylobacterales,3031852,Epsilonproteobacteria,29547,Campylobacterota,2,Bacteria
MC02004,Campylobacter ureolyticus,827,Campylobacterota,194,Campylobacter,72294,Campylobacteraceae,213849,Campylobacterales,3031852,Epsilonproteobacteria,29547,Campylobacterota,2,Bacteria
MC01173,Candida albicans,5476,Ascomycota,5475,Candida,766764,Debaryomycetaceae,4892,Saccharomycetales,4891,Saccharomycetes,4890,Ascomycota,4751,Fungi
MC02169,Candida auris,498019,Ascomycota,2964429,Candida/Metschnikowiaceae,27319,Metschnikowiaceae,4892,Saccharomycetales,4891,Saccharomycetes,4890,Ascomycota,4751,Fungi
MC02170,Candida dubliniensis,42374,Ascomycota,5475,Candida,766764,Debaryomycetaceae,4892,Saccharomycetales,4891,Saccharomycetes,4890,Ascomycota,4751,Fungi
MC02171,Candida railenensis,45579,Ascomycota,549703,Kurtzmaniella,766764,Debaryomycetaceae,4892,Saccharomycetales,4891,Saccharomycetes,4890,Ascomycota,4751,Fungi
MC02172,Candida sake,39397,Ascomycota,412764,Spathaspora,766764,Debaryomycetaceae,4892,Saccharomycetales,4891,Saccharomycetes,4890,Ascomycota,4751,Fungi
MC02173,Candida solani,51925,Ascomycota,.,.,.,.,4892,Saccharomycetales,4891,Saccharomycetes,4890,Ascomycota,4751,Fungi
MC02174,Candida sp.,1853550,Ascomycota,.,.,.,.,4892,Saccharomycetales,4891,Saccharomycetes,4890,Ascomycota,4751,Fungi
MC02175,Candida tropicalis,5482,Ascomycota,5475,Candida,766764,Debaryomycetaceae,4892,Saccharomycetales,4891,Saccharomycetes,4890,Ascomycota,4751,Fungi
MC02730,Candidatus Absconditabacteria,221235,Candidatus Absconditabacteria,.,.,.,.,.,.,.,.,221235,Candidatus Absconditabacteria,2,Bacteria
MC01263,Candidatus Aquirestis calciphila,526863,Bacteroidota,526862,Candidatus Aquirestis,89374,Saprospiraceae,1936988,Saprospirales,1937959,Saprospiria,976,Bacteroidota,2,Bacteria
MC01180,Candidatus Arthromitus,49082,Bacillota,49082,Candidatus Arthromitus,31979,Clostridiaceae,186802,Eubacteriales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC00619,Candidatus Arthromitus sp.,2779164,Bacillota,49082,Candidatus Arthromitus,31979,Clostridiaceae,186802,Eubacteriales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC02176,Candidatus Azobacteroides pseudotrichonymphae,511435,Bacteroidota,511434,Candidatus Azobacteroides,.,.,171549,Bacteroidales,200643,Bacteroidia,976,Bacteroidota,2,Bacteria
MC03251,Candidatus Azobacteroides sp.,2660703,Bacteroidota,511434,Candidatus Azobacteroides,.,.,171549,Bacteroidales,200643,Bacteroidia,976,Bacteroidota,2,Bacteria
MC01393,Candidatus Blochmanniella,203804,Pseudomonadota,203804,Candidatus Blochmanniella,543,Enterobacteriaceae,91347,Enterobacterales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC03374,Candidatus brocadia sp.,2172549,Planctomycetota,380240,Candidatus Brocadia,1127830,Candidatus Brocadiaceae,1127829,Candidatus Brocadiales,2517206,Candidatus Brocadiia,203682,Planctomycetota,2,Bacteria
MC01181,Candidatus Endobugula,62100,Pseudomonadota,62100,Candidatus Endobugula,1706371,Cellvibrionaceae,1706369,Cellvibrionales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC03187,Candidatus Endolissoclinum sp.,2760055,Pseudomonadota,1263978,Candidatus Endolissoclinum,41295,Rhodospirillaceae,204441,Rhodospirillales,28211,Alphaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC01199,Candidatus Glomeribacter,224135,Pseudomonadota,224135,Candidatus Glomeribacter,119060,Burkholderiaceae,80840,Burkholderiales,28216,Betaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC02731,Candidatus Gracilibacteria,363464,Candidatus Gracilibacteria,.,.,.,.,.,.,.,.,363464,Candidatus Gracilibacteria,2,Bacteria
MC03425,Candidatus Korobacter,658061,Acidobacteriota,658061,Candidatus Korobacter,3121618,Candidatus Korobacteraceae,204433,Terriglobales,204432,Terriglobia,57723,Acidobacteriota,2,Bacteria
MC02732,Candidatus Latescibacterota,74015,Candidatus Latescibacterota,.,.,.,.,.,.,.,.,74015,Candidatus Latescibacterota,2,Bacteria
MC01363,Candidatus Melainabacteria,1798710,Candidatus Melainabacteria,.,.,.,.,.,.,.,.,1798710,Candidatus Melainabacteria,2,Bacteria
MC01754,Candidatus Muproteobacteria bacterium RIFCSPLOWO2_01_FULL_60_18,1817768,Pseudomonadota,.,.,.,.,.,.,1817795,Candidatus Muproteobacteria,1224,Pseudomonadota,2,Bacteria
MC01182,Candidatus Odyssella,84646,Pseudomonadota,84646,Candidatus Odyssella,1777752,Candidatus Paracaedibacteraceae,1921002,Holosporales,28211,Alphaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC02729,Candidatus Parcubacteria,221216,Candidatus Parcubacteria,.,.,.,.,.,.,.,.,221216,Candidatus Parcubacteria,2,Bacteria
MC02177,Candidatus Portiera aleyrodidarum,91844,Pseudomonadota,235572,Candidatus Portiera,28256,Halomonadaceae,135619,Oceanospirillales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC03018,Candidatus portiera sp.,1089181,Pseudomonadota,235572,Candidatus Portiera,28256,Halomonadaceae,135619,Oceanospirillales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC02178,Candidatus Regiella insecticola,138073,Pseudomonadota,568988,Candidatus Regiella,543,Enterobacteriaceae,91347,Enterobacterales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC03403,Candidatus Regiella sp.,1755952,Pseudomonadota,568988,Candidatus Regiella,543,Enterobacteriaceae,91347,Enterobacterales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC01391,Candidatus Saccharibacteria,95818,Candidatus Saccharibacteria,.,.,.,.,.,.,.,.,95818,Candidatus Saccharibacteria,2,Bacteria
