MIC_id,SpeciesName,SpeciesID,phylum_name_Type,genus,genus_name,family,family_name,order,order_name,class,class_name,phylum,phylum_name,kingdom,kingdom_name
MC02027,Abiotrophia defectiva,46125,Bacillota,46123,Abiotrophia,186827,Aerococcaceae,186826,Lactobacillales,91061,Bacilli,1239,Bacillota,2,Bacteria
MC02980,Abiotrophia sp.,76631,Bacillota,46123,Abiotrophia,186827,Aerococcaceae,186826,Lactobacillales,91061,Bacilli,1239,Bacillota,2,Bacteria
MC03418,Absidia sp.,1982014,Mucoromycota,4828,Absidia,4851,Cunninghamellaceae,4827,Mucorales,2212703,Mucoromycetes,1913637,Mucoromycota,4751,Fungi
MC02717,Absiella innocuum,2057237,Bacillota,2749267,Amedibacterium,128827,Erysipelotrichaceae,526525,Erysipelotrichales,526524,Erysipelotrichia,1239,Bacillota,2,Bacteria
MC02028,Absiella tortuosum,39494,Bacillota,2749267,Amedibacterium,128827,Erysipelotrichaceae,526525,Erysipelotrichales,526524,Erysipelotrichia,1239,Bacillota,2,Bacteria
MC02029,Abyssicoccus albus,1817405,Bacillota,1955413,Abyssicoccus,3076164,Abyssicoccaceae,1385,Bacillales,91061,Bacilli,1239,Bacillota,2,Bacteria
MC02030,Acetanaerobacterium elongatum,258515,Bacillota,258514,Acetanaerobacterium,216572,Oscillospiraceae,186802,Eubacteriales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC03306,Acetanaerobacterium sp.,1872089,Bacillota,258514,Acetanaerobacterium,216572,Oscillospiraceae,186802,Eubacteriales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC01591,Acetatifactor sp.,1872090,Bacillota,1427378,Acetatifactor,186803,Lachnospiraceae,3085636,Lachnospirales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC01321,Acetivibrio clariflavus,288965,Bacillota,35829,Acetivibrio,216572,Oscillospiraceae,186802,Eubacteriales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC02031,Acetivibrio ethanolgignens,290052,Bacillota,35829,Acetivibrio,216572,Oscillospiraceae,186802,Eubacteriales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC01626,Acetivibrio sp.,1872092,Bacillota,35829,Acetivibrio,216572,Oscillospiraceae,186802,Eubacteriales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC01151,Acetobacter sp.,440,Pseudomonadota,434,Acetobacter,433,Acetobacteraceae,204441,Rhodospirillales,28211,Alphaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC03302,Acetonema sp.,1871329,Bacillota,2373,Acetonema,1843490,Sporomusaceae,909929,Selenomonadales,909932,Negativicutes,1239,Bacillota,2,Bacteria
MC03295,Acholeplasma sp.,33015,Mycoplasmatota,2147,Acholeplasma,2146,Acholeplasmataceae,186329,Acholeplasmatales,31969,Mollicutes,544448,Mycoplasmatota,2,Bacteria
MC01359,Achromobacter aegrifaciens,1287736,Pseudomonadota,222,Achromobacter,506,Alcaligenaceae,80840,Burkholderiales,28216,Betaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC00514,Achromobacter denitrificans,32002,Pseudomonadota,222,Achromobacter,506,Alcaligenaceae,80840,Burkholderiales,28216,Betaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC01557,Achromobacter sp.,134375,Pseudomonadota,222,Achromobacter,506,Alcaligenaceae,80840,Burkholderiales,28216,Betaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC00075,Achromobacter xylosoxidans,85698,Pseudomonadota,222,Achromobacter,506,Alcaligenaceae,80840,Burkholderiales,28216,Betaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC03370,Acidaminobacter sp.,1872102,Bacillota,65402,Acidaminobacter,3118653,Acidaminobacteraceae,3082720,Peptostreptococcales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC00076,Acidaminococcus fermentans,905,Bacillota,904,Acidaminococcus,909930,Acidaminococcaceae,1843488,Acidaminococcales,909932,Negativicutes,1239,Bacillota,2,Bacteria
MC00077,Acidaminococcus intestini,187327,Bacillota,904,Acidaminococcus,909930,Acidaminococcaceae,1843488,Acidaminococcales,909932,Negativicutes,1239,Bacillota,2,Bacteria
MC01599,Acidaminococcus sp.,1872103,Bacillota,904,Acidaminococcus,909930,Acidaminococcaceae,1843488,Acidaminococcales,909932,Negativicutes,1239,Bacillota,2,Bacteria
MC03199,Acidibacter sp.,1978469,Pseudomonadota,1549619,Acidibacter,.,.,.,.,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC03012,Acidiphilium sp.,527,Pseudomonadota,522,Acidiphilium,433,Acetobacteraceae,204441,Rhodospirillales,28211,Alphaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC00637,Acidipropionibacterium acidipropionici,1748,Actinomycetota,1912215,Acidipropionibacterium,31957,Propionibacteriaceae,85009,Propionibacteriales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC03307,Aciditerrimonas sp.,1872117,Actinomycetota,1042325,Aciditerrimonas,84994,Acidimicrobiaceae,84993,Acidimicrobiales,84992,Acidimicrobiia,201174,Actinomycetota,2,Bacteria
MC00457,Acidithiobacillus ferrooxidans,920,Pseudomonadota,119977,Acidithiobacillus,225058,Acidithiobacillaceae,225057,Acidithiobacillales,1807140,Acidithiobacillia,1224,Pseudomonadota,2,Bacteria
MC01752,Acidobacteria bacterium SCN 69-37,1660160,Acidobacteriota,.,.,.,.,.,.,.,.,57723,Acidobacteriota,2,Bacteria
MC01751,Acidobacteria bacterium WWH111,1387462,Acidobacteriota,.,.,.,.,.,.,.,.,57723,Acidobacteriota,2,Bacteria
MC00500,Acidobacterium capsulatum,33075,Acidobacteriota,33973,Acidobacterium,204434,Acidobacteriaceae,204433,Terriglobales,204432,Terriglobia,57723,Acidobacteriota,2,Bacteria
MC03094,Acidobacterium sp.,1872119,Acidobacteriota,33973,Acidobacterium,204434,Acidobacteriaceae,204433,Terriglobales,204432,Terriglobia,57723,Acidobacteriota,2,Bacteria
MC03336,Acidocella sp.,50710,Pseudomonadota,50709,Acidocella,433,Acetobacteraceae,204441,Rhodospirillales,28211,Alphaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC03111,Acidothermus sp.,1872121,Actinomycetota,28048,Acidothermus,85032,Acidothermaceae,1643683,Acidothermales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC00078,Acidovorax ebreus,721785,Pseudomonadota,238749,Diaphorobacter,80864,Comamonadaceae,80840,Burkholderiales,28216,Betaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC01670,Acidovorax sp.,1872122,Pseudomonadota,12916,Acidovorax,80864,Comamonadaceae,80840,Burkholderiales,28216,Betaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC02033,Acinetobacter antiviralis,363192,Pseudomonadota,469,Acinetobacter,468,Moraxellaceae,2887326,Moraxellales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC00073,Acinetobacter baumannii,470,Pseudomonadota,909768,Acinetobacter calcoaceticus/baumannii complex,468,Moraxellaceae,2887326,Moraxellales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC02034,Acinetobacter calcoaceticus,471,Pseudomonadota,469,Acinetobacter,468,Moraxellaceae,2887326,Moraxellales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC02035,Acinetobacter gerneri,202952,Pseudomonadota,469,Acinetobacter,468,Moraxellaceae,2887326,Moraxellales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC02036,Acinetobacter guillouiae,106649,Pseudomonadota,469,Acinetobacter,468,Moraxellaceae,2887326,Moraxellales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC01316,Acinetobacter haemolyticus,29430,Pseudomonadota,469,Acinetobacter,468,Moraxellaceae,2887326,Moraxellales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC01051,Acinetobacter johnsonii,40214,Pseudomonadota,469,Acinetobacter,468,Moraxellaceae,2887326,Moraxellales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC02037,Acinetobacter junii,40215,Pseudomonadota,469,Acinetobacter,468,Moraxellaceae,2887326,Moraxellales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC02009,Acinetobacter lwoffii,28090,Pseudomonadota,469,Acinetobacter,468,Moraxellaceae,2887326,Moraxellales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC02038,Acinetobacter radioresistens,40216,Pseudomonadota,469,Acinetobacter,468,Moraxellaceae,2887326,Moraxellales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC02039,Acinetobacter rhizosphaerae,243922,Pseudomonadota,469,Acinetobacter,468,Moraxellaceae,2887326,Moraxellales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC02040,Acinetobacter schindleri,108981,Pseudomonadota,469,Acinetobacter,468,Moraxellaceae,2887326,Moraxellales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC00524,Acinetobacter sp.,472,Pseudomonadota,469,Acinetobacter,468,Moraxellaceae,2887326,Moraxellales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC02726,Acinetobacter venetianus,52133,Pseudomonadota,469,Acinetobacter,468,Moraxellaceae,2887326,Moraxellales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC03378,Acremonium sp.,2046025,Ascomycota,159075,Acremonium,.,.,5125,Hypocreales,147550,Sordariomycetes,4890,Ascomycota,4751,Fungi
MC03255,Acroconidiella sp.,644565,Ascomycota,644564,Acroconidiella,452563,Cladosporiaceae,2726946,Cladosporiales,147541,Dothideomycetes,4890,Ascomycota,451864,Dikarya
MC02041,Actinobacillus pleuropneumoniae,715,Pseudomonadota,713,Actinobacillus,712,Pasteurellaceae,135625,Pasteurellales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC02042,Actinobacillus porcinus,51048,Pseudomonadota,713,Actinobacillus,712,Pasteurellaceae,135625,Pasteurellales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC01646,Actinobacillus sp.,41114,Pseudomonadota,713,Actinobacillus,712,Pasteurellaceae,135625,Pasteurellales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC01378,Actinobacteria cluster ACK M1,2754713,Actinomycetota,.,.,.,.,.,.,.,.,201174,Actinomycetota,2,Bacteria
MC01132,Actinobacteria incertae sedis,2754713,Actinomycetota,.,.,.,.,.,.,.,.,201174,Actinomycetota,2,Bacteria
MC02043,Actinobaculum massiliense,202789,Actinomycetota,76833,Actinobaculum,2049,Actinomycetaceae,2037,Actinomycetales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC00157,Actinobaculum schaalii,59505,Actinomycetota,1653174,Actinotignum,2049,Actinomycetaceae,2037,Actinomycetales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC02988,Actinobaculum sp.,1872129,Actinomycetota,76833,Actinobaculum,2049,Actinomycetaceae,2037,Actinomycetales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC02044,Actinomyces dentalis,272548,Actinomycetota,1654,Actinomyces,2049,Actinomycetaceae,2037,Actinomycetales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC02045,Actinomyces gerencseriae,52769,Actinomycetota,1654,Actinomyces,2049,Actinomycetaceae,2037,Actinomycetales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC02046,Actinomyces graevenitzii,55565,Actinomycetota,1654,Actinomyces,2049,Actinomycetaceae,2037,Actinomycetales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC00441,Actinomyces howellii,52771,Actinomycetota,1654,Actinomyces,2049,Actinomycetaceae,2037,Actinomycetales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC02047,Actinomyces israelii,1659,Actinomycetota,1654,Actinomyces,2049,Actinomycetaceae,2037,Actinomycetales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC02048,Actinomyces lingnae,114702,Actinomycetota,1654,Actinomyces,2049,Actinomycetaceae,2037,Actinomycetales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC02049,Actinomyces massiliensis,461393,Actinomycetota,1654,Actinomyces,2049,Actinomycetaceae,2037,Actinomycetales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC02050,Actinomyces naeslundii,1655,Actinomycetota,1654,Actinomyces,2049,Actinomycetaceae,2037,Actinomycetales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC02051,Actinomyces oris,544580,Actinomycetota,1654,Actinomyces,2049,Actinomycetaceae,2037,Actinomycetales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC02052,Actinomyces radicidentis,111015,Actinomycetota,1654,Actinomyces,2049,Actinomycetaceae,2037,Actinomycetales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC00482,Actinomyces sp.,29317,Actinomycetota,1654,Actinomyces,2049,Actinomycetaceae,2037,Actinomycetales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC01329,Actinomyces sp. oral taxon 170,712117,Actinomycetota,1654,Actinomyces,2049,Actinomycetaceae,2037,Actinomycetales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC02053,Actinomyces sp. oral taxon 877,1227263,Actinomycetota,1654,Actinomyces,2049,Actinomycetaceae,2037,Actinomycetales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC02054,Actinomyces urogenitalis,103621,Actinomycetota,1654,Actinomyces,2049,Actinomycetaceae,2037,Actinomycetales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC02055,Actinomyces viscosus,1656,Actinomycetota,1654,Actinomyces,2049,Actinomycetaceae,2037,Actinomycetales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC00376,Actinosynnema mirum,40567,Actinomycetota,40566,Actinosynnema,2070,Pseudonocardiaceae,85010,Pseudonocardiales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC03246,Actinotalea sp.,1872145,Actinomycetota,458839,Actinotalea,85016,Cellulomonadaceae,85006,Micrococcales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC02056,Adlercreutzia caecimuris,671266,Actinomycetota,447020,Adlercreutzia,1643826,Eggerthellaceae,1643822,Eggerthellales,84998,Coriobacteriia,201174,Actinomycetota,2,Bacteria
MC00275,Adlercreutzia equolifaciens,446660,Actinomycetota,447020,Adlercreutzia,1643826,Eggerthellaceae,1643822,Eggerthellales,84998,Coriobacteriia,201174,Actinomycetota,2,Bacteria
MC00028,Adlercreutzia mucosicola,580026,Actinomycetota,447020,Adlercreutzia,1643826,Eggerthellaceae,1643822,Eggerthellales,84998,Coriobacteriia,201174,Actinomycetota,2,Bacteria
MC01601,Adlercreutzia sp.,1872387,Actinomycetota,447020,Adlercreutzia,1643826,Eggerthellaceae,1643822,Eggerthellales,84998,Coriobacteriia,201174,Actinomycetota,2,Bacteria
MC01676,Advenella sp.,1872388,Pseudomonadota,290425,Advenella,506,Alcaligenaceae,80840,Burkholderiales,28216,Betaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC03262,Aeribacillus sp.,1872391,Bacillota,1055323,Aeribacillus,186817,Bacillaceae,1385,Bacillales,91061,Bacilli,1239,Bacillota,2,Bacteria
MC02057,Aerococcus christensenii,87541,Bacillota,1375,Aerococcus,186827,Aerococcaceae,186826,Lactobacillales,91061,Bacilli,1239,Bacillota,2,Bacteria
MC01528,Aerococcus sp.,1872398,Bacillota,1375,Aerococcus,186827,Aerococcaceae,186826,Lactobacillales,91061,Bacilli,1239,Bacillota,2,Bacteria
MC02058,Aerococcus urinae,1376,Bacillota,1375,Aerococcus,186827,Aerococcaceae,186826,Lactobacillales,91061,Bacilli,1239,Bacillota,2,Bacteria
MC01732,Aerococcus viridans,1377,Bacillota,165779,Anaerococcus,1570339,Peptoniphilaceae,1737405,Tissierellales,1737404,Tissierellia,1239,Bacillota,2,Bacteria
MC03190,Aeromicrobium sp.,1871063,Actinomycetota,2040,Aeromicrobium,85015,Nocardioidaceae,85009,Propionibacteriales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC01333,Aeromonas caviae,648,Pseudomonadota,642,Aeromonas,84642,Aeromonadaceae,135624,Aeromonadales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC00410,Aeromonas hydrophila,644,Pseudomonadota,642,Aeromonas,84642,Aeromonadaceae,135624,Aeromonadales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC01469,Aeromonas sp.,647,Pseudomonadota,642,Aeromonas,84642,Aeromonadaceae,135624,Aeromonadales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC03093,Aestuariimicrobium sp.,1872405,Actinomycetota,396388,Aestuariimicrobium,31957,Propionibacteriaceae,85009,Propionibacteriales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC01617,Aestuariispira sp.,1872406,Pseudomonadota,1647175,Aestuariispira,597359,Kiloniellaceae,204441,Rhodospirillales,28211,Alphaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC03270,Afipia sp.,1871052,Pseudomonadota,1033,Afipia,41294,Nitrobacteraceae,356,Hyphomicrobiales,28211,Alphaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC02786,Agaricales sp.,1756126,Basidiomycota,.,.,.,.,5338,Agaricales,155619,Agaricomycetes,5204,Basidiomycota,4751,Fungi
MC02804,Agaricomycetes sp.,1709932,Basidiomycota,.,.,.,.,.,.,155619,Agaricomycetes,5204,Basidiomycota,4751,Fungi
MC00013,Agathobacter rectalis,39491,Bacillota,1766253,Agathobacter,186803,Lachnospiraceae,3085636,Lachnospirales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC00237,Agathobacter sp.,2021311,Bacillota,1766253,Agathobacter,186803,Lachnospiraceae,3085636,Lachnospirales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC02012,Agathobaculum desmolans,39484,Bacillota,2048137,Agathobaculum,3085642,Butyricicoccaceae,186802,Eubacteriales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC02059,Aggregatibacter actinomycetemcomitans,714,Pseudomonadota,416916,Aggregatibacter,712,Pasteurellaceae,135625,Pasteurellales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC02060,Aggregatibacter aphrophilus,732,Pseudomonadota,416916,Aggregatibacter,712,Pasteurellaceae,135625,Pasteurellales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC02003,Aggregatibacter segnis,739,Pseudomonadota,416916,Aggregatibacter,712,Pasteurellaceae,135625,Pasteurellales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC01619,Aggregatibacter sp.,1872413,Pseudomonadota,416916,Aggregatibacter,712,Pasteurellaceae,135625,Pasteurellales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC01624,Agreia sp.,1872416,Actinomycetota,110934,Agreia,85023,Microbacteriaceae,85006,Micrococcales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC01584,Agrobacterium sp.,361,Pseudomonadota,357,Agrobacterium,82115,Rhizobiaceae,356,Hyphomicrobiales,28211,Alphaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC01350,Agrobacterium tumefaciens,358,Pseudomonadota,1183400,Agrobacterium tumefaciens complex,82115,Rhizobiaceae,356,Hyphomicrobiales,28211,Alphaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC03007,Agrococcus sp.,1872417,Actinomycetota,46352,Agrococcus,85023,Microbacteriaceae,85006,Micrococcales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC00063,Akkermansia muciniphila,239935,Verrucomicrobiota,239934,Akkermansia,1647988,Akkermansiaceae,48461,Verrucomicrobiales,203494,Verrucomicrobiia,74201,Verrucomicrobiota,2,Bacteria
MC01022,Akkermansia sp.,1872421,Verrucomicrobiota,239934,Akkermansia,1647988,Akkermansiaceae,48461,Verrucomicrobiales,203494,Verrucomicrobiia,74201,Verrucomicrobiota,2,Bacteria
MC02061,Alcaligenes faecalis,511,Pseudomonadota,507,Alcaligenes,506,Alcaligenaceae,80840,Burkholderiales,28216,Betaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC01153,Alcaligenes sp.,512,Pseudomonadota,507,Alcaligenes,506,Alcaligenaceae,80840,Burkholderiales,28216,Betaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC01651,Alicycliphilus sp.,1872437,Pseudomonadota,201096,Alicycliphilus,80864,Comamonadaceae,80840,Burkholderiales,28216,Betaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC03062,Alicyclobacillus sp.,61169,Bacillota,29330,Alicyclobacillus,186823,Alicyclobacillaceae,1385,Bacillales,91061,Bacilli,1239,Bacillota,2,Bacteria
MC01733,Aliihoeflea sp.,2608088,Pseudomonadota,610116,Aliihoeflea,69277,Phyllobacteriaceae,356,Hyphomicrobiales,28211,Alphaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC03131,Alishewanella sp.,1869228,Pseudomonadota,111142,Alishewanella,72275,Alteromonadaceae,135622,Alteromonadales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC00158,Alistipes finegoldii ,214856,Bacteroidota,239759,Alistipes,171550,Rikenellaceae,171549,Bacteroidales,200643,Bacteroidia,976,Bacteroidota,2,Bacteria
MC02062,Alistipes ihumii,1470347,Bacteroidota,239759,Alistipes,171550,Rikenellaceae,171549,Bacteroidales,200643,Bacteroidia,976,Bacteroidota,2,Bacteria
MC00159,Alistipes indistinctus,626932,Bacteroidota,239759,Alistipes,171550,Rikenellaceae,171549,Bacteroidales,200643,Bacteroidia,976,Bacteroidota,2,Bacteria
MC00160,Alistipes inops,1501391,Bacteroidota,239759,Alistipes,171550,Rikenellaceae,171549,Bacteroidales,200643,Bacteroidia,976,Bacteroidota,2,Bacteria
MC03469,Alistipes megaguti,2364787,Bacteroidota,.,Alistipes,171550,Rikenellaceae,171549,Bacteroidales,200643,Bacteroidia,976,Bacteroidota,2,Bacteria
MC00283,Alistipes onderdonkii,328813,Bacteroidota,239759,Alistipes,171550,Rikenellaceae,171549,Bacteroidales,200643,Bacteroidia,976,Bacteroidota,2,Bacteria
MC00137,Alistipes putredinis,28117,Bacteroidota,239759,Alistipes,171550,Rikenellaceae,171549,Bacteroidales,200643,Bacteroidia,976,Bacteroidota,2,Bacteria
MC01113,Alistipes senegalensis,1288121,Bacteroidota,239759,Alistipes,171550,Rikenellaceae,171549,Bacteroidales,200643,Bacteroidia,976,Bacteroidota,2,Bacteria
MC00161,Alistipes shahii,328814,Bacteroidota,239759,Alistipes,171550,Rikenellaceae,171549,Bacteroidales,200643,Bacteroidia,976,Bacteroidota,2,Bacteria
MC00162,Alistipes sp.,1872444,Bacteroidota,239759,Alistipes,171550,Rikenellaceae,171549,Bacteroidales,200643,Bacteroidia,976,Bacteroidota,2,Bacteria
MC01109,Alistipes sp. HGB5,908612,Bacteroidota,239759,Alistipes,171550,Rikenellaceae,171549,Bacteroidales,200643,Bacteroidia,976,Bacteroidota,2,Bacteria
MC02063,Alkalihalobacillus alcalophilus,1445,Bacillota,2675234,Alkalihalobacillus,186817,Bacillaceae,1385,Bacillales,91061,Bacilli,1239,Bacillota,2,Bacteria
MC01207,Alkaliphilus metalliredigens,208226,Bacillota,114627,Alkaliphilus,3118656,Natronincolaceae,3082720,Peptostreptococcales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC01212,Alkaliphilus oremlandii,461876,Bacillota,114627,Alkaliphilus,3118656,Natronincolaceae,3082720,Peptostreptococcales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC01653,alkaliphilus sp.,1872455,Bacillota,114627,Alkaliphilus,3118656,Natronincolaceae,3082720,Peptostreptococcales,186801,Clostridia,1239,Bacillota,2,Bacteria
MC01644,Alkanindiges sp.,1872459,Pseudomonadota,222991,Alkanindiges,468,Moraxellaceae,2887326,Moraxellales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC00138,Allisonella histaminiformans,209880,Bacillota,209879,Allisonella,31977,Veillonellaceae,1843489,Veillonellales,909932,Negativicutes,1239,Bacillota,2,Bacteria
MC00580,Allisonella sp.,1872460,Bacillota,209879,Allisonella,31977,Veillonellaceae,1843489,Veillonellales,909932,Negativicutes,1239,Bacillota,2,Bacteria
MC00571,Allobaculum sp.,1872463,Bacillota,174708,Allobaculum,128827,Erysipelotrichaceae,526525,Erysipelotrichales,526524,Erysipelotrichia,1239,Bacillota,2,Bacteria
MC01189,Allobaculum stercoricanis,174709,Bacillota,174708,Allobaculum,128827,Erysipelotrichaceae,526525,Erysipelotrichales,526524,Erysipelotrichia,1239,Bacillota,2,Bacteria
MC03224,Alloiococcus sp.,1872467,Bacillota,1651,Alloiococcus,186828,Carnobacteriaceae,186826,Lactobacillales,91061,Bacilli,1239,Bacillota,2,Bacteria
MC02064,Alloprevotella rava,671218,Bacteroidota,1283313,Alloprevotella,171552,Prevotellaceae,171549,Bacteroidales,200643,Bacteroidia,976,Bacteroidota,2,Bacteria
MC01549,Alloprevotella sp.,1872471,Bacteroidota,1283313,Alloprevotella,171552,Prevotellaceae,171549,Bacteroidales,200643,Bacteroidia,976,Bacteroidota,2,Bacteria
MC02065,Alloprevotella sp. oral taxon 473,712469,Bacteroidota,1283313,Alloprevotella,171552,Prevotellaceae,171549,Bacteroidales,200643,Bacteroidia,976,Bacteroidota,2,Bacteria
MC00079,Alloprevotella tannerae,76122,Bacteroidota,1283313,Alloprevotella,171552,Prevotellaceae,171549,Bacteroidales,200643,Bacteroidia,976,Bacteroidota,2,Bacteria
MC01083,Alloscardovia omnicolens,419015,Actinomycetota,419014,Alloscardovia,31953,Bifidobacteriaceae,85004,Bifidobacteriales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC03267,Alloscardovia sp.,1872474,Actinomycetota,419014,Alloscardovia,31953,Bifidobacteriaceae,85004,Bifidobacteriales,1760,Actinomycetes,201174,Actinomycetota,2,Bacteria
MC02066,Alternaria alternata,5599,Ascomycota,5598,Alternaria,28556,Pleosporaceae,92860,Pleosporales,147541,Dothideomycetes,4890,Ascomycota,451864,Dikarya
MC02067,Alternaria brassicicola,29001,Ascomycota,5598,Alternaria,28556,Pleosporaceae,92860,Pleosporales,147541,Dothideomycetes,4890,Ascomycota,451864,Dikarya
MC02989,Alternaria sp.,1715220,Ascomycota,5598,Alternaria,28556,Pleosporaceae,92860,Pleosporales,147541,Dothideomycetes,4890,Ascomycota,451864,Dikarya
MC02068,Alternaria tamaricis,1232605,Ascomycota,5598,Alternaria,28556,Pleosporaceae,92860,Pleosporales,147541,Dothideomycetes,4890,Ascomycota,451864,Dikarya
MC03006,Alteromonas sp.,232,Pseudomonadota,226,Alteromonas,72275,Alteromonadaceae,135622,Alteromonadales,1236,Gammaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC03364,Alysiella sp.,1872483,Pseudomonadota,194195,Alysiella,481,Neisseriaceae,206351,Neisseriales,28216,Betaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC03185,Amaricoccus sp.,1872485,Pseudomonadota,56999,Amaricoccus,31989,Paracoccaceae,204455,Rhodobacterales,28211,Alphaproteobacteria,1224,Pseudomonadota,2,Bacteria
MC01044,Amedibacillus dolichus,31971,Bacillota,2749846,Amedibacillus,128827,Erysipelotrichaceae,526525,Erysipelotrichales,526524,Erysipelotrichia,1239,Bacillota,2,Bacteria
MC03368,Aminobacterium sp.,1872491,Synergistota,81466,Aminobacterium,3029087,Aminobacteriaceae,649776,Synergistales,649775,Synergistia,508458,Synergistota,2,Bacteria
