ID,Related_protein,Related_protein_id,GeneName_Standarized,Related_protein_gene_name,UniprotAC,MIC_id,SpeciesName,Strain,StrainID,Drugid,Drug_Name,Type,Type_2,Microbiota_Site,Metabolites,Metabolites_CID,Metabolites_ID,KM,KM_combination,Metabolism_Type,Metabolism_Effect_on_Drug,Microbiota_Influence,Experiment_Materials,Experiment_Model_Species,Model_Condition_Disease,Experiment_Methods,Metabolism_Mechanism,Notes
MD05330,.,.,.,.,.,MC00159,Alistipes indistinctus,Alistipes indistinctus DSM 22520,.,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Alistipes indistinctus (strain: Alistipes indistinctus DSM 22520 ) [FDR-corrected p-value (pFDR) = 0.01 , log2(fold change)= -0.381 ]",.
MD05479,.,.,.,.,.,MC00348,Bifidobacterium ruminantium,.,.,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Bifidobacterium ruminantium [FDR-corrected p-value (pFDR) = 0.018 , log2(fold change)= -0.581 ]",.
MD05649,.,.,.,.,.,MC00088,Bacteroides uniformis,Bacteroides uniformis ATCC 8492,411479,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Bacteroides uniformis (strain: Bacteroides uniformis ATCC 8492 ) [FDR-corrected p-value (pFDR) = 0.003 , log2(fold change)= -1.002 ]",.
MD05751,.,.,.,.,.,MC00001,Phocaeicola vulgatus,Phocaeicola vulgatus ATCC 8482,435590,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Phocaeicola vulgatus (strain: Phocaeicola vulgatus ATCC 8482 ) [FDR-corrected p-value (pFDR) = 0.003 , log2(fold change)= -0.532 ]",.
MD05847,.,.,.,.,.,MC00100,Parabacteroides distasonis,Parabacteroides distasonis ATCC 8503,435591,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Parabacteroides distasonis (strain: Parabacteroides distasonis ATCC 8503 ) [FDR-corrected p-value (pFDR) = 0.025 , log2(fold change)= -0.561 ]",.
MD05917,.,.,.,.,.,MC00355,Eggerthella lenta,Eggerthella lenta ATCC 25559,.,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Eggerthella lenta (strain: Eggerthella lenta ATCC 25559 ) [FDR-corrected p-value (pFDR) = 0.019 , log2(fold change)= -0.245 ]",.
MD05945,.,.,.,.,.,MC00083,Bacteroides fragilis,Bacteroides fragilis NCTC 9343,272559,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Bacteroides fragilis (strain: Bacteroides fragilis NCTC 9343 ) [FDR-corrected p-value (pFDR) = 0.011 , log2(fold change)= -0.335 ]",.
MD06042,.,.,.,.,.,MC00035,Salmonella enterica,Salmonella Typhimurium LT2,99287,DR0623,Riluzole,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Riluzole,In vitro,.,.,High-throughput drug screening assays,"The level of Riluzole was significantly reduced by the Salmonella typhimurium (strain: Salmonella Typhimurium LT2 ) [FDR-corrected p-value (pFDR) = 0.009 , log2(fold change)= -0.298 ]",.
MD02535,.,.,.,.,.,MC00083,Bacteroides fragilis,Bacteroides fragilis T(B)9,.,DR0624,Rimantadine,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Rimantadine,In vitro,.,.,High-throughput drug screening assays,"The level of Rimantadine was significantly reduced by the Bacteroides fragilis (strain: Bacteroides fragilis T(B)9 ) [FDR-corrected p-value (pFDR) = 0.034 , log2(fold change)= 0.447 ]",.
MD02536,.,.,.,.,.,MC00083,Bacteroides fragilis,Bacteroides fragilis DS-208,.,DR0624,Rimantadine,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Rimantadine,In vitro,.,.,High-throughput drug screening assays,"The level of Rimantadine was significantly reduced by the Bacteroides fragilis (strain: Bacteroides fragilis DS-208 ) [FDR-corrected p-value (pFDR) = 0.004 , log2(fold change)= 0.565 ]",.
MD03814,.,.,.,.,.,MC00184,Enterocloster bolteae,Clostridium bolteae ATCC BAA-613,411902,DR0624,Rimantadine,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Rimantadine,In vitro,.,.,High-throughput drug screening assays,"The level of Rimantadine was significantly reduced by the Enterocloster bolteae (strain: Clostridium bolteae ATCC BAA-613 ) [FDR-corrected p-value (pFDR) = 0.037 , log2(fold change)= 0.257 ]",.
MD04069,.,.,.,.,.,MC00085,Bacteroides ovatus,Bacteroides ovatus ATCC 8483,411476,DR0624,Rimantadine,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Rimantadine,In vitro,.,.,High-throughput drug screening assays,"The level of Rimantadine was significantly reduced by the Bacteroides ovatus (strain: Bacteroides ovatus ATCC 8483 ) [FDR-corrected p-value (pFDR) = 0.02 , log2(fold change)= 0.481 ]",.
MD04167,.,.,.,.,.,MC00099,Odoribacter splanchnicus,.,.,DR0624,Rimantadine,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Rimantadine,In vitro,.,.,High-throughput drug screening assays,"The level of Rimantadine was significantly reduced by the Odoribacter splanchnicus [FDR-corrected p-value (pFDR) = 0.031 , log2(fold change)= 0.471 ]",.
MD04302,.,.,.,.,.,MC00543,Bacteroides sp. WH2,.,.,DR0624,Rimantadine,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Rimantadine,In vitro,.,.,High-throughput drug screening assays,"The level of Rimantadine was significantly reduced by the Bacteroides sp. WH2 [FDR-corrected p-value (pFDR) = 0.04 , log2(fold change)= 0.208 ]",.
MD04808,.,.,.,.,.,MC00549,Phocaeicola coprophilus,Phocaeicola coprophilus DSM 18228,547042,DR0624,Rimantadine,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Rimantadine,In vitro,.,.,High-throughput drug screening assays,"The level of Rimantadine was significantly reduced by the Phocaeicola coprophilus (strain: Phocaeicola coprophilus DSM 18228 ) [FDR-corrected p-value (pFDR) = 0.043 , log2(fold change)= 0.326 ]",.
MD04933,.,.,.,.,.,MC00012,Anaerobutyricum hallii,Eubacterium hallii DSM 3353,.,DR0624,Rimantadine,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Rimantadine,In vitro,.,.,High-throughput drug screening assays,"The level of Rimantadine was significantly reduced by the Anaerobutyricum hallii (strain: Eubacterium hallii DSM 3353 ) [FDR-corrected p-value (pFDR) = 0.05 , log2(fold change)= 0.249 ]",.
MD05194,.,.,.,.,.,MC00080,Bacteroides caccae,Bacteroides caccae ATCC 43185,411901,DR0624,Rimantadine,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Rimantadine,In vitro,.,.,High-throughput drug screening assays,"The level of Rimantadine was significantly reduced by the Bacteroides caccae (strain: Bacteroides caccae ATCC 43185 ) [FDR-corrected p-value (pFDR) = 0.015 , log2(fold change)= 0.467 ]",.
MD00106,.,.,.,.,.,MC00137,Alistipes putredinis,.,.,DR0625,Risperidone,Microbiome Metabolic Modification Drug,Directly,.,Risperidone-M1,.,MET0354,.,.,.,involved in drug metabolism,Metabolic modification of Risperidone,In vitro,.,.,High-throughput drug screening assays,"The Alistipes putredinis has been reported to metabolic modification of Risperidone, converting it to Risperidone-M1.",.
MD00220,.,.,.,.,.,MC00080,Bacteroides caccae,.,.,DR0625,Risperidone,Microbiome Metabolic Modification Drug,Directly,.,Risperidone-M1,.,MET0354,.,.,.,involved in drug metabolism,Metabolic modification of Risperidone,In vitro,.,.,High-throughput drug screening assays,"The Bacteroides caccae has been reported to metabolic modification of Risperidone, converting it to Risperidone-M1.",.
MD00395,.,.,.,.,.,MC00088,Bacteroides uniformis,.,.,DR0625,Risperidone,Microbiome Metabolic Modification Drug,Directly,.,Risperidone-M1,.,MET0354,.,.,.,involved in drug metabolism,Metabolic modification of Risperidone,In vitro,.,.,High-throughput drug screening assays,"The Bacteroides uniformis has been reported to metabolic modification of Risperidone, converting it to Risperidone-M1.",.
MD00447,.,.,.,.,.,MC00356,Bifidobacterium adolescentis,.,.,DR0625,Risperidone,Microbiome Metabolic Modification Drug,Directly,.,Risperidone-M1,.,MET0354,.,.,.,involved in drug metabolism,Metabolic modification of Risperidone,In vitro,.,.,High-throughput drug screening assays,"The Bifidobacterium adolescentis has been reported to metabolic modification of Risperidone, converting it to Risperidone-M1.",.
MD01728,.,.,.,.,.,MC00100,Parabacteroides distasonis,.,.,DR0625,Risperidone,Microbiome Metabolic Modification Drug,Directly,.,Risperidone-M1,.,MET0354,.,.,.,involved in drug metabolism,Metabolic modification of Risperidone,In vitro,.,.,High-throughput drug screening assays,"The Parabacteroides distasonis has been reported to metabolic modification of Risperidone, converting it to Risperidone-M1.",.
MD01881,.,.,.,.,.,MC00069,Roseburia Faecis,.,.,DR0625,Risperidone,Microbiome Metabolic Modification Drug,Directly,.,Risperidone-M1,.,MET0354,.,.,.,involved in drug metabolism,Metabolic modification of Risperidone,In vitro,.,.,High-throughput drug screening assays,"The Roseburia Faecis has been reported to metabolic modification of Risperidone, converting it to Risperidone-M1.",.
MD02022,.,.,.,.,.,MC00114,Segatella copri,.,.,DR0625,Risperidone,Microbiome Metabolic Modification Drug,Directly,.,Risperidone-M1,.,MET0354,.,.,.,involved in drug metabolism,Metabolic modification of Risperidone,In vitro,.,.,High-throughput drug screening assays,"The Segatella copri has been reported to metabolic modification of Risperidone, converting it to Risperidone-M1.",.
MD02537,.,.,.,.,.,MC00083,Bacteroides fragilis,Bacteroides fragilis T(B)9,.,DR0625,Risperidone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Risperidone,In vitro,.,.,High-throughput drug screening assays,"The level of Risperidone was significantly reduced by the Bacteroides fragilis (strain: Bacteroides fragilis T(B)9 ) [FDR-corrected p-value (pFDR) = 0.005 , log2(fold change)= -0.756 ]",.
MD02538,.,.,.,.,.,MC00083,Bacteroides fragilis,Bacteroides fragilis HMW 610,1073386,DR0625,Risperidone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Risperidone,In vitro,.,.,High-throughput drug screening assays,"The level of Risperidone was significantly reduced by the Bacteroides fragilis (strain: Bacteroides fragilis HMW 610 ) [FDR-corrected p-value (pFDR) = 0.008 , log2(fold change)= -1.015 ]",.
MD02539,.,.,.,.,.,MC00083,Bacteroides fragilis,Bacteroides fragilis DS-208,.,DR0625,Risperidone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Risperidone,In vitro,.,.,High-throughput drug screening assays,"The level of Risperidone was significantly reduced by the Bacteroides fragilis (strain: Bacteroides fragilis DS-208 ) [FDR-corrected p-value (pFDR) = 0.007 , log2(fold change)= -1.091 ]",.
MD02540,.,.,.,.,.,MC00083,Bacteroides fragilis,Bacteroides fragilis ATCC 43859,.,DR0625,Risperidone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Risperidone,In vitro,.,.,High-throughput drug screening assays,"The level of Risperidone was significantly reduced by the Bacteroides fragilis (strain: Bacteroides fragilis ATCC 43859 ) [FDR-corrected p-value (pFDR) = 0.029 , log2(fold change)= -1.674 ]",.
MD03054,.,.,.,.,.,MC00554,Blautia hansenii,Blautia hansenii DSM 20583,537007,DR0625,Risperidone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Risperidone,In vitro,.,.,High-throughput drug screening assays,"The level of Risperidone was significantly reduced by the Blautia hansenii (strain: Blautia hansenii DSM 20583 ) [FDR-corrected p-value (pFDR) = 0.001 , log2(fold change)= -1.342 ]",.
MD03103,.,.,.,.,.,MC00002,Enterococcus faecalis,Enterococcus faecalis V583,226185,DR0625,Risperidone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Risperidone,In vitro,.,.,High-throughput drug screening assays,"The level of Risperidone was significantly reduced by the Enterococcus faecalis (strain: Enterococcus faecalis V583 ) [FDR-corrected p-value (pFDR) = 0.001 , log2(fold change)= -1.901 ]",.
MD03129,.,.,.,.,.,MC00546,Collinsella intestinalis,Collinsella intestinalis DSM 13280,521003,DR0625,Risperidone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Risperidone,In vitro,.,.,High-throughput drug screening assays,"The level of Risperidone was significantly reduced by the Collinsella intestinalis (strain: Collinsella intestinalis DSM 13280 ) [FDR-corrected p-value (pFDR) = 0.009 , log2(fold change)= -0.801 ]",.
MD03161,.,.,.,.,.,MC00004,Clostridioides difficile,Clostridium difficile 120,.,DR0625,Risperidone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Risperidone,In vitro,.,.,High-throughput drug screening assays,"The level of Risperidone was significantly reduced by the Clostridioides difficile (strain: Clostridium difficile 120 ) [FDR-corrected p-value (pFDR) = 0.023 , log2(fold change)= -1.19 ]",.
MD03239,.,.,.,.,.,MC00270,Clostridium sp.,.,.,DR0625,Risperidone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Risperidone,In vitro,.,.,High-throughput drug screening assays,"The level of Risperidone was significantly reduced by the Clostridium sp. [FDR-corrected p-value (pFDR) = 0 , log2(fold change)= -1.806 ]",.
MD03311,.,.,.,.,.,MC00469,Clostridium sporogenes,Clostridium sporogenes ATCC 15579,471871,DR0625,Risperidone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Risperidone,In vitro,.,.,High-throughput drug screening assays,"The level of Risperidone was significantly reduced by the Clostridium sporogenes (strain: Clostridium sporogenes ATCC 15579 ) [FDR-corrected p-value (pFDR) = 0.011 , log2(fold change)= -6.476 ]",.
MD03348,.,.,.,.,.,MC00529,Clostridium symbiosum,Clostridium symbiosum ATCC 14940,411472,DR0625,Risperidone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Risperidone,In vitro,.,.,High-throughput drug screening assays,"The level of Risperidone was significantly reduced by the Clostridium symbiosum (strain: Clostridium symbiosum ATCC 14940 ) [FDR-corrected p-value (pFDR) = 0.002 , log2(fold change)= -0.892 ]",.
MD03375,.,.,.,.,.,MC00023,Hungatella hathewayi,Clostridium hathewayi DSM 13479,566550,DR0625,Risperidone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Risperidone,In vitro,.,.,High-throughput drug screening assays,"The level of Risperidone was significantly reduced by the Hungatella hathewayi (strain: Clostridium hathewayi DSM 13479 ) [FDR-corrected p-value (pFDR) = 0.007 , log2(fold change)= -0.923 ]",.
MD03540,.,.,.,.,.,MC00211,Roseburia intestinalis,Roseburia intestinalis L1-82,536231,DR0625,Risperidone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Risperidone,In vitro,.,.,High-throughput drug screening assays,"The level of Risperidone was significantly reduced by the Roseburia intestinalis (strain: Roseburia intestinalis L1-82 ) [FDR-corrected p-value (pFDR) = 0 , log2(fold change)= -2.949 ]",.
MD03575,.,.,.,.,.,MC00438,Marvinbryantia formatexigens,Marvinbryantia formatexigens DSM 14469,478749,DR0625,Risperidone,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Risperidone,In vitro,.,.,High-throughput drug screening assays,"The level of Risperidone was significantly reduced by the Marvinbryantia formatexigens (strain: Marvinbryantia formatexigens DSM 14469 ) [FDR-corrected p-value (pFDR) = 0.033 , log2(fold change)= -0.863 ]",.
